Year,Rank,Title,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1960,1,Theme from A Summer Place,Percy Faith,0.326,0.326,0,-15.144,1,0.0297,0.591,0.918,0.494,0.87,186.232,audio_features,6zwvB879PJSpTyFcg2wwnL,spotify:track:6zwvB879PJSpTyFcg2wwnL,https://api.spotify.com/v1/tracks/6zwvB879PJSpTyFcg2wwnL,https://api.spotify.com/v1/audio-analysis/6zwvB879PJSpTyFcg2wwnL,142693,3
1960,2,He'll Have to Go,Jim Reeves,0.469,0.244,1,-15.702,1,0.0357,0.974,0.0162,0.845,0.577,88.271,audio_features,3VuQkz5106WmH1MC81OcBU,spotify:track:3VuQkz5106WmH1MC81OcBU,https://api.spotify.com/v1/tracks/3VuQkz5106WmH1MC81OcBU,https://api.spotify.com/v1/audio-analysis/3VuQkz5106WmH1MC81OcBU,134333,3
1960,3,Cathy's Clown,The Everly Brothers,0.499,0.701,7,-6.128,1,0.0355,0.472,0.0,0.263,0.88,120.24,audio_features,6wKXuvOQxG5Ui1Kv2F68E9,spotify:track:6wKXuvOQxG5Ui1Kv2F68E9,https://api.spotify.com/v1/tracks/6wKXuvOQxG5Ui1Kv2F68E9,https://api.spotify.com/v1/audio-analysis/6wKXuvOQxG5Ui1Kv2F68E9,145747,4
1960,4,Running Bear,Johnny Preston,0.76,0.468,5,-8.957,0,0.0482,0.775,2.36e-05,0.184,0.745,119.986,audio_features,1mE8QtaSFxEQnr3SgxmIRf,spotify:track:1mE8QtaSFxEQnr3SgxmIRf,https://api.spotify.com/v1/tracks/1mE8QtaSFxEQnr3SgxmIRf,https://api.spotify.com/v1/audio-analysis/1mE8QtaSFxEQnr3SgxmIRf,157960,4
1960,5,Teen Angel,Mark Dinning,0.506,0.095,0,-13.232,1,0.0494,0.728,0.0,0.293,0.404,97.26,audio_features,7aNVTsJFlnaUTEBO6fvWho,spotify:track:7aNVTsJFlnaUTEBO6fvWho,https://api.spotify.com/v1/tracks/7aNVTsJFlnaUTEBO6fvWho,https://api.spotify.com/v1/audio-analysis/7aNVTsJFlnaUTEBO6fvWho,161827,4
1960,6,I'm Sorry,Brenda Lee,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885,audio_features,4nyF5lmSziBAt7ESAUjpbx,spotify:track:4nyF5lmSziBAt7ESAUjpbx,https://api.spotify.com/v1/tracks/4nyF5lmSziBAt7ESAUjpbx,https://api.spotify.com/v1/audio-analysis/4nyF5lmSziBAt7ESAUjpbx,167538,5
1960,7,It's Now or Never,Elvis Presley,0.37,0.346,4,-15.628,1,0.162,0.767,0.0136,0.164,0.429,143.201,audio_features,5kB4PT1l3saWMUbtWrrtv0,spotify:track:5kB4PT1l3saWMUbtWrrtv0,https://api.spotify.com/v1/tracks/5kB4PT1l3saWMUbtWrrtv0,https://api.spotify.com/v1/audio-analysis/5kB4PT1l3saWMUbtWrrtv0,268733,4
1960,8,Handy Man,Jimmy Jones,0.477,0.781,10,-6.931,1,0.0654,0.4,0.0,0.331,0.75,144.976,audio_features,63l4KCU2ZpXodzDzuHtyu4,spotify:track:63l4KCU2ZpXodzDzuHtyu4,https://api.spotify.com/v1/tracks/63l4KCU2ZpXodzDzuHtyu4,https://api.spotify.com/v1/audio-analysis/63l4KCU2ZpXodzDzuHtyu4,124120,4
1960,9,Stuck on You,Elvis Presley,0.649,0.678,7,-7.389,1,0.0463,0.775,0.000634,0.129,0.96,131.719,audio_features,7bA1DHtoJAvqyL42gHwOLa,spotify:track:7bA1DHtoJAvqyL42gHwOLa,https://api.spotify.com/v1/tracks/7bA1DHtoJAvqyL42gHwOLa,https://api.spotify.com/v1/audio-analysis/7bA1DHtoJAvqyL42gHwOLa,138827,4
1960,10,The Twist,Chubby Checker,0.571,0.618,4,-5.682,1,0.0371,0.18,2.69e-06,0.178,0.852,156.892,audio_features,4YCnTYbq3oL1Lqpyxg33CU,spotify:track:4YCnTYbq3oL1Lqpyxg33CU,https://api.spotify.com/v1/tracks/4YCnTYbq3oL1Lqpyxg33CU,https://api.spotify.com/v1/audio-analysis/4YCnTYbq3oL1Lqpyxg33CU,155040,4
1960,11,Everybody's Somebody's Fool,Connie Francis,0.584,0.737,1,-4.643,1,0.0306,0.745,1.93e-05,0.208,0.753,84.322,audio_features,1qC8zQRrdkZCwzQ5N4ECoD,spotify:track:1qC8zQRrdkZCwzQ5N4ECoD,https://api.spotify.com/v1/tracks/1qC8zQRrdkZCwzQ5N4ECoD,https://api.spotify.com/v1/audio-analysis/1qC8zQRrdkZCwzQ5N4ECoD,157880,4
1960,12,Wild One,Bobby Rydell,0.597,0.777,7,-4.722,1,0.0429,0.706,1.5e-06,0.069,0.893,148.62,audio_features,6OJZM84zgpRxRYtBk979xG,spotify:track:6OJZM84zgpRxRYtBk979xG,https://api.spotify.com/v1/tracks/6OJZM84zgpRxRYtBk979xG,https://api.spotify.com/v1/audio-analysis/6OJZM84zgpRxRYtBk979xG,141093,4
1960,13,Greenfields,The Brothers Four,0.466,0.125,11,-20.428,0,0.0372,0.863,0.0,0.121,0.338,111.43,audio_features,7LAsDdinXejDwodvelVVTa,spotify:track:7LAsDdinXejDwodvelVVTa,https://api.spotify.com/v1/tracks/7LAsDdinXejDwodvelVVTa,https://api.spotify.com/v1/audio-analysis/7LAsDdinXejDwodvelVVTa,182027,1
1960,14,What in the World's Come Over You,Jack Scott,0.509,0.204,4,-13.736,1,0.0313,0.783,1.25e-05,0.1,0.483,76.709,audio_features,4FkZ4hV1vKBIbw3e357n7O,spotify:track:4FkZ4hV1vKBIbw3e357n7O,https://api.spotify.com/v1/tracks/4FkZ4hV1vKBIbw3e357n7O,https://api.spotify.com/v1/audio-analysis/4FkZ4hV1vKBIbw3e357n7O,166812,4
1960,15,El Paso,Marty Robbins,0.654,0.452,2,-9.709,1,0.03,0.835,2.89e-05,0.16,0.691,106.662,audio_features,4f8hBeMXMvssn6HtFAtblo,spotify:track:4f8hBeMXMvssn6HtFAtblo,https://api.spotify.com/v1/tracks/4f8hBeMXMvssn6HtFAtblo,https://api.spotify.com/v1/audio-analysis/4f8hBeMXMvssn6HtFAtblo,259307,3
1960,16,Alley Oop,The Hollywood Argyles,0.584,0.476,7,-9.562,1,0.0614,0.809,0.0,0.0915,0.944,63.325,audio_features,2bgl6miORpyE4ql0gl7KHR,spotify:track:2bgl6miORpyE4ql0gl7KHR,https://api.spotify.com/v1/tracks/2bgl6miORpyE4ql0gl7KHR,https://api.spotify.com/v1/audio-analysis/2bgl6miORpyE4ql0gl7KHR,161440,4
1960,17,My Heart Has a Mind of Its Own,Connie Francis,0.495,0.539,6,-6.088,1,0.0336,0.819,0.0,0.325,0.715,109.49,audio_features,7qinPLZ41lgIGuT40EAFs0,spotify:track:7qinPLZ41lgIGuT40EAFs0,https://api.spotify.com/v1/tracks/7qinPLZ41lgIGuT40EAFs0,https://api.spotify.com/v1/audio-analysis/7qinPLZ41lgIGuT40EAFs0,152267,4
1960,18,Sweet Nothin's,Brenda Lee,0.778,0.413,5,-10.551,1,0.0514,0.642,0.00104,0.148,0.961,125.235,audio_features,4ZiDhG5Ift5I6reAEOBBec,spotify:track:4ZiDhG5Ift5I6reAEOBBec,https://api.spotify.com/v1/tracks/4ZiDhG5Ift5I6reAEOBBec,https://api.spotify.com/v1/audio-analysis/4ZiDhG5Ift5I6reAEOBBec,144600,4
1960,19,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,0.763,0.711,3,-10.026,1,0.0309,0.104,0.0,0.0975,0.965,122.353,audio_features,2qGJIxiriid0jjuhFHnb0y,spotify:track:2qGJIxiriid0jjuhFHnb0y,https://api.spotify.com/v1/tracks/2qGJIxiriid0jjuhFHnb0y,https://api.spotify.com/v1/audio-analysis/2qGJIxiriid0jjuhFHnb0y,183387,4
1960,20,Only the Lonely,Roy Orbison,0.57,0.529,5,-10.769,1,0.028,0.377,0.00509,0.203,0.934,123.273,audio_features,0PkBTqRtN25z3oKasWoKlj,spotify:track:0PkBTqRtN25z3oKasWoKlj,https://api.spotify.com/v1/tracks/0PkBTqRtN25z3oKasWoKlj,https://api.spotify.com/v1/audio-analysis/0PkBTqRtN25z3oKasWoKlj,145533,4
1960,21,Where or When,Dion and the Belmonts,0.449,0.395,8,-6.389,1,0.0277,0.722,0.0,0.183,0.393,110.501,audio_features,1ZsHsqO3nrafksXkOBeUXG,spotify:track:1ZsHsqO3nrafksXkOBeUXG,https://api.spotify.com/v1/tracks/1ZsHsqO3nrafksXkOBeUXG,https://api.spotify.com/v1/audio-analysis/1ZsHsqO3nrafksXkOBeUXG,160387,3
1960,22,Sixteen Reasons,Connie Stevens,0.339,0.406,10,-8.955,1,0.0319,0.865,1.1e-05,0.11,0.619,109.783,audio_features,0oI0ekrSQ3aHiHcMi1B2gK,spotify:track:0oI0ekrSQ3aHiHcMi1B2gK,https://api.spotify.com/v1/tracks/0oI0ekrSQ3aHiHcMi1B2gK,https://api.spotify.com/v1/audio-analysis/0oI0ekrSQ3aHiHcMi1B2gK,118133,3
1960,23,Puppy Love,Paul Anka,0.234,0.443,7,-7.605,1,0.0361,0.701,0.0,0.25,0.448,68.69,audio_features,1mdfrHeZzxjz0FJ4BKRuxS,spotify:track:1mdfrHeZzxjz0FJ4BKRuxS,https://api.spotify.com/v1/tracks/1mdfrHeZzxjz0FJ4BKRuxS,https://api.spotify.com/v1/audio-analysis/1mdfrHeZzxjz0FJ4BKRuxS,161533,4
1960,24,Why,Frankie Avalon,0.408,0.213,5,-14.843,1,0.0295,0.869,0.0,0.101,0.643,94.608,audio_features,3PNLqKBbWaTBGt9Y1lM1eB,spotify:track:3PNLqKBbWaTBGt9Y1lM1eB,https://api.spotify.com/v1/tracks/3PNLqKBbWaTBGt9Y1lM1eB,https://api.spotify.com/v1/audio-analysis/3PNLqKBbWaTBGt9Y1lM1eB,157718,4
1960,25,"Walk, Don't Run",The Ventures,0.488,0.648,5,-13.252,1,0.0305,0.852,0.914,0.13,0.949,156.35,audio_features,7B2pUwzvlbNG9D855r9ugf,spotify:track:7B2pUwzvlbNG9D855r9ugf,https://api.spotify.com/v1/tracks/7B2pUwzvlbNG9D855r9ugf,https://api.spotify.com/v1/audio-analysis/7B2pUwzvlbNG9D855r9ugf,122933,4
1960,26,Save the Last Dance for Me,The Drifters,0.54,0.53,4,-10.583,1,0.0361,0.614,0.0,0.198,0.896,143.453,audio_features,391TUcoPonqYykPkSZ5Z9U,spotify:track:391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/tracks/391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/audio-analysis/391TUcoPonqYykPkSZ5Z9U,154960,4
1960,27,Baby (You've Got What It Takes),Dinah Washington & Brook Benton,0.701,0.454,3,-11.871,1,0.0409,0.834,0.000138,0.449,0.819,132.297,audio_features,1kxk1MnNnKBEQZdTrByDic,spotify:track:1kxk1MnNnKBEQZdTrByDic,https://api.spotify.com/v1/tracks/1kxk1MnNnKBEQZdTrByDic,https://api.spotify.com/v1/audio-analysis/1kxk1MnNnKBEQZdTrByDic,168000,4
1960,28,Sink the Bismarck,Johnny Horton,0.68,0.57,3,-12.388,1,0.0958,0.652,1.18e-05,0.0565,0.966,115.894,audio_features,4F7T8NnGKbhLMVtAMycDQg,spotify:track:4F7T8NnGKbhLMVtAMycDQg,https://api.spotify.com/v1/tracks/4F7T8NnGKbhLMVtAMycDQg,https://api.spotify.com/v1/audio-analysis/4F7T8NnGKbhLMVtAMycDQg,194640,4
1960,29,Chain Gang,Sam Cooke,0.703,0.724,7,-10.818,1,0.0467,0.73,0.0,0.518,0.963,131.821,audio_features,7v1858htfU0srTDwhxeka8,spotify:track:7v1858htfU0srTDwhxeka8,https://api.spotify.com/v1/tracks/7v1858htfU0srTDwhxeka8,https://api.spotify.com/v1/audio-analysis/7v1858htfU0srTDwhxeka8,155173,4
1960,30,Let It Be Me,The Everly Brothers,0.471,0.19,7,-16.046,1,0.028,0.77,0.00385,0.129,0.305,72.764,audio_features,0Tjdbd83LEAWrA0atsXMDJ,spotify:track:0Tjdbd83LEAWrA0atsXMDJ,https://api.spotify.com/v1/tracks/0Tjdbd83LEAWrA0atsXMDJ,https://api.spotify.com/v1/audio-analysis/0Tjdbd83LEAWrA0atsXMDJ,146733,4
1960,31,Good Timin',Jimmy Jones,0.552,0.562,3,-7.682,1,0.0412,0.609,0.000125,0.093,0.971,147.384,audio_features,52BR7Vx8Zh3BENnHztAE5Q,spotify:track:52BR7Vx8Zh3BENnHztAE5Q,https://api.spotify.com/v1/tracks/52BR7Vx8Zh3BENnHztAE5Q,https://api.spotify.com/v1/audio-analysis/52BR7Vx8Zh3BENnHztAE5Q,128480,4
1960,32,Beyond the Sea,Bobby Darin,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,audio_features,3KzgdYUlqV6TOG7JCmx2Wg,spotify:track:3KzgdYUlqV6TOG7JCmx2Wg,https://api.spotify.com/v1/tracks/3KzgdYUlqV6TOG7JCmx2Wg,https://api.spotify.com/v1/audio-analysis/3KzgdYUlqV6TOG7JCmx2Wg,172480,4
1960,33,"Go, Jimmy, Go",Jimmy Clanton,0.487,0.667,0,-4.783,1,0.0358,0.242,0.0,0.105,0.782,137.492,audio_features,6vE0KjeCWt7AnKQx4BtKoV,spotify:track:6vE0KjeCWt7AnKQx4BtKoV,https://api.spotify.com/v1/tracks/6vE0KjeCWt7AnKQx4BtKoV,https://api.spotify.com/v1/audio-analysis/6vE0KjeCWt7AnKQx4BtKoV,129147,4
1960,34,Night,Jackie Wilson,0.284,0.498,0,-5.534,0,0.0296,0.918,0.00097,0.361,0.327,99.075,audio_features,0GAXsJkYFTXhw6Rs3QWFBq,spotify:track:0GAXsJkYFTXhw6Rs3QWFBq,https://api.spotify.com/v1/tracks/0GAXsJkYFTXhw6Rs3QWFBq,https://api.spotify.com/v1/audio-analysis/0GAXsJkYFTXhw6Rs3QWFBq,169653,4
1960,35,Burning Bridges,Jack Scott,0.492,0.196,9,-15.701,1,0.0258,0.682,0.00235,0.165,0.25,82.761,audio_features,217fTQXxcxGIRwi5bE18rp,spotify:track:217fTQXxcxGIRwi5bE18rp,https://api.spotify.com/v1/tracks/217fTQXxcxGIRwi5bE18rp,https://api.spotify.com/v1/audio-analysis/217fTQXxcxGIRwi5bE18rp,161507,3
1960,36,The Big Hurt,Toni Fisher,0.493,0.517,1,-14.011,1,0.0388,0.886,0.0,0.12,0.285,127.42,audio_features,0f94fhguGRYNS8DRLXrsx5,spotify:track:0f94fhguGRYNS8DRLXrsx5,https://api.spotify.com/v1/tracks/0f94fhguGRYNS8DRLXrsx5,https://api.spotify.com/v1/audio-analysis/0f94fhguGRYNS8DRLXrsx5,129093,4
1960,37,Because They're Young,Duane Eddy,0.701,0.623,9,-10.508,1,0.0332,0.0122,0.743,0.0858,0.848,120.567,audio_features,3Ek534aTTKexQoOp8kMuOa,spotify:track:3Ek534aTTKexQoOp8kMuOa,https://api.spotify.com/v1/tracks/3Ek534aTTKexQoOp8kMuOa,https://api.spotify.com/v1/audio-analysis/3Ek534aTTKexQoOp8kMuOa,121480,4
1960,38,Lonely Blue Boy,Conway Twitty,0.659,0.342,5,-13.709,1,0.0353,0.777,1.26e-05,0.248,0.677,112.878,audio_features,555aGlegOjCZVH9ifvf61s,spotify:track:555aGlegOjCZVH9ifvf61s,https://api.spotify.com/v1/tracks/555aGlegOjCZVH9ifvf61s,https://api.spotify.com/v1/audio-analysis/555aGlegOjCZVH9ifvf61s,135067,3
1960,39,Pretty Blue Eyes,Steve Lawrence,0.477,0.507,5,-11.802,1,0.0328,0.497,0.0,0.36,0.864,126.419,audio_features,7HDyKTm5e7XV6qszYSSlku,spotify:track:7HDyKTm5e7XV6qszYSSlku,https://api.spotify.com/v1/tracks/7HDyKTm5e7XV6qszYSSlku,https://api.spotify.com/v1/audio-analysis/7HDyKTm5e7XV6qszYSSlku,114467,4
1960,40,Way Down Yonder in New Orleans,Freddy Cannon,0.453,0.714,8,-9.083,1,0.0475,0.749,2.02e-06,0.124,0.881,142.737,audio_features,6E7f8UOCFwyhjTgPUJTbxk,spotify:track:6E7f8UOCFwyhjTgPUJTbxk,https://api.spotify.com/v1/tracks/6E7f8UOCFwyhjTgPUJTbxk,https://api.spotify.com/v1/audio-analysis/6E7f8UOCFwyhjTgPUJTbxk,150000,4
1960,41,Paper Roses,Anita Bryant,0.35,0.124,7,-18.923,1,0.0339,0.902,2.07e-05,0.134,0.32,117.169,audio_features,0CdsYCCygXgNYk7l1ULMht,spotify:track:0CdsYCCygXgNYk7l1ULMht,https://api.spotify.com/v1/tracks/0CdsYCCygXgNYk7l1ULMht,https://api.spotify.com/v1/audio-analysis/0CdsYCCygXgNYk7l1ULMht,171302,4
1960,42,Mr. Custer,Larry Verne,0.694,0.699,4,-4.863,0,0.0544,0.707,8.48e-05,0.156,0.585,108.495,audio_features,0afR4FfSwgg5QFF1Wpuwil,spotify:track:0afR4FfSwgg5QFF1Wpuwil,https://api.spotify.com/v1/tracks/0afR4FfSwgg5QFF1Wpuwil,https://api.spotify.com/v1/audio-analysis/0afR4FfSwgg5QFF1Wpuwil,184867,4
1960,43,I Want to Be Wanted,Brenda Lee,0.515,0.412,8,-6.322,1,0.0277,0.593,0.0,0.218,0.392,107.61,audio_features,03cB3gd91JsP3bCERC6Lmf,spotify:track:03cB3gd91JsP3bCERC6Lmf,https://api.spotify.com/v1/tracks/03cB3gd91JsP3bCERC6Lmf,https://api.spotify.com/v1/audio-analysis/03cB3gd91JsP3bCERC6Lmf,185960,3
1960,44,Mule Skinner Blues,The Fendermen,0.669,0.395,4,-12.107,1,0.0329,0.0304,2.83e-05,0.114,0.745,127.407,audio_features,3zlk3IY7kItJ5wRMpZI6LC,spotify:track:3zlk3IY7kItJ5wRMpZI6LC,https://api.spotify.com/v1/tracks/3zlk3IY7kItJ5wRMpZI6LC,https://api.spotify.com/v1/audio-analysis/3zlk3IY7kItJ5wRMpZI6LC,146693,4
1960,45,Cradle of Love,Johnny Preston,0.45,0.592,6,-6.74,0,0.076,0.272,0.0181,0.0852,0.796,173.986,audio_features,6hHTKiIdjR9b7fUfZEHedZ,spotify:track:6hHTKiIdjR9b7fUfZEHedZ,https://api.spotify.com/v1/tracks/6hHTKiIdjR9b7fUfZEHedZ,https://api.spotify.com/v1/audio-analysis/6hHTKiIdjR9b7fUfZEHedZ,140173,4
1960,46,You Got What It Takes,Marv Johnson,0.666,0.647,7,-8.793,1,0.0837,0.582,0.0,0.37,0.964,136.953,audio_features,0UR7GoBpMgr1lMlGD9JWKn,spotify:track:0UR7GoBpMgr1lMlGD9JWKn,https://api.spotify.com/v1/tracks/0UR7GoBpMgr1lMlGD9JWKn,https://api.spotify.com/v1/audio-analysis/0UR7GoBpMgr1lMlGD9JWKn,171600,4
1960,47,"Please Help Me, I'm Falling",Hank Locklin,0.552,0.336,7,-10.712,1,0.0311,0.828,0.0,0.324,0.553,105.479,audio_features,0dc0eU5THc1uE0Q0KV73XN,spotify:track:0dc0eU5THc1uE0Q0KV73XN,https://api.spotify.com/v1/tracks/0dc0eU5THc1uE0Q0KV73XN,https://api.spotify.com/v1/audio-analysis/0dc0eU5THc1uE0Q0KV73XN,141467,4
1960,48,Love You So,Ron Holden,0.634,0.275,3,-11.417,1,0.0348,0.89,0.00111,0.137,0.581,127.294,audio_features,75zdGixP4G3VQ5oIk1HzjU,spotify:track:75zdGixP4G3VQ5oIk1HzjU,https://api.spotify.com/v1/tracks/75zdGixP4G3VQ5oIk1HzjU,https://api.spotify.com/v1/audio-analysis/75zdGixP4G3VQ5oIk1HzjU,208040,4
1960,49,Finger Poppin' Time,Hank Ballard & The Midnighters,0.533,0.759,9,-5.199,1,0.0356,0.0735,0.0,0.315,0.889,159.373,audio_features,0R2sP0ptvdQSLWSGEo0bCx,spotify:track:0R2sP0ptvdQSLWSGEo0bCx,https://api.spotify.com/v1/tracks/0R2sP0ptvdQSLWSGEo0bCx,https://api.spotify.com/v1/audio-analysis/0R2sP0ptvdQSLWSGEo0bCx,155200,4
1960,50,Harbor Lights,The Platters,0.26,0.29,5,-13.38,1,0.0293,0.913,0.000649,0.153,0.303,78.797,audio_features,3bZGw3sNQ1rQoosJzr7G2e,spotify:track:3bZGw3sNQ1rQoosJzr7G2e,https://api.spotify.com/v1/tracks/3bZGw3sNQ1rQoosJzr7G2e,https://api.spotify.com/v1/audio-analysis/3bZGw3sNQ1rQoosJzr7G2e,194867,4
1960,51,Let the Little Girl Dance,Billy Bland,0.583,0.532,5,-9.449,1,0.0784,0.238,0.0,0.36,0.962,143.872,audio_features,3ClUZFkkKgXjp3XERlQFdd,spotify:track:3ClUZFkkKgXjp3XERlQFdd,https://api.spotify.com/v1/tracks/3ClUZFkkKgXjp3XERlQFdd,https://api.spotify.com/v1/audio-analysis/3ClUZFkkKgXjp3XERlQFdd,143040,4
1960,52,He'll Have to Stay,Jeanne Black,0.801,0.29,10,-13.307,1,0.0634,0.183,0.876,0.111,0.179,115.973,audio_features,6TDoT8VbkUwEJB9jEWktr8,spotify:track:6TDoT8VbkUwEJB9jEWktr8,https://api.spotify.com/v1/tracks/6TDoT8VbkUwEJB9jEWktr8,https://api.spotify.com/v1/audio-analysis/6TDoT8VbkUwEJB9jEWktr8,94031,4
1960,53,Theme from The Apartment,Ferrante & Teicher,0.41,0.347,5,-11.49,1,0.0272,0.899,0.902,0.12,0.162,95.343,audio_features,2BCpbSMFTBPMp3LeED5RCX,spotify:track:2BCpbSMFTBPMp3LeED5RCX,https://api.spotify.com/v1/tracks/2BCpbSMFTBPMp3LeED5RCX,https://api.spotify.com/v1/audio-analysis/2BCpbSMFTBPMp3LeED5RCX,183160,4
1960,54,Volare,Bobby Rydell,0.498,0.648,9,-6.355,0,0.0339,0.596,0.0,0.094,0.904,130.014,audio_features,6aTY7Dx6719A0rTsYY7NgK,spotify:track:6aTY7Dx6719A0rTsYY7NgK,https://api.spotify.com/v1/tracks/6aTY7Dx6719A0rTsYY7NgK,https://api.spotify.com/v1/audio-analysis/6aTY7Dx6719A0rTsYY7NgK,146067,4
1960,55,A Million to One,Jimmy Charles,0.285,0.199,10,-16.101,1,0.0328,0.72,0.0,0.254,0.454,102.838,audio_features,2HWaoy5exkRIulp61fOvQj,spotify:track:2HWaoy5exkRIulp61fOvQj,https://api.spotify.com/v1/tracks/2HWaoy5exkRIulp61fOvQj,https://api.spotify.com/v1/audio-analysis/2HWaoy5exkRIulp61fOvQj,152360,3
1960,56,The Village of St. Bernadette,Andy Williams,0.228,0.231,8,-12.942,1,0.0292,0.852,2e-06,0.367,0.28,88.024,audio_features,4bOlhgBAcki4wacU5i0hcu,spotify:track:4bOlhgBAcki4wacU5i0hcu,https://api.spotify.com/v1/tracks/4bOlhgBAcki4wacU5i0hcu,https://api.spotify.com/v1/audio-analysis/4bOlhgBAcki4wacU5i0hcu,201867,3
1960,57,White Silver Sands,Bill Black's Combo,0.894,0.608,0,-7.224,1,0.0391,0.56,0.14,0.0659,0.96,117.719,audio_features,7IS9MwiLJp91PEyoUDazqb,spotify:track:7IS9MwiLJp91PEyoUDazqb,https://api.spotify.com/v1/tracks/7IS9MwiLJp91PEyoUDazqb,https://api.spotify.com/v1/audio-analysis/7IS9MwiLJp91PEyoUDazqb,154427,4
1960,58,The Old Lamp-Lighter,The Browns,0.24,0.0675,5,-17.702,1,0.0344,0.993,0.000464,0.119,0.228,82.782,audio_features,0sJqdV5n24uO4AdeQsY7k7,spotify:track:0sJqdV5n24uO4AdeQsY7k7,https://api.spotify.com/v1/tracks/0sJqdV5n24uO4AdeQsY7k7,https://api.spotify.com/v1/audio-analysis/0sJqdV5n24uO4AdeQsY7k7,199160,4
1960,59,Devil or Angel,Bobby Vee,0.389,0.266,5,-11.791,1,0.0346,0.9,0.0,0.11,0.615,102.833,audio_features,5JL4jmmogEql62ljHdlYP6,spotify:track:5JL4jmmogEql62ljHdlYP6,https://api.spotify.com/v1/tracks/5JL4jmmogEql62ljHdlYP6,https://api.spotify.com/v1/audio-analysis/5JL4jmmogEql62ljHdlYP6,141200,4
1960,60,Down by the Station,The Four Preps,0.754,0.442,3,-15.178,1,0.0403,0.324,0.0,0.0634,0.971,118.641,audio_features,3kpuidZaDOsLP3YgFi8sxu,spotify:track:3kpuidZaDOsLP3YgFi8sxu,https://api.spotify.com/v1/tracks/3kpuidZaDOsLP3YgFi8sxu,https://api.spotify.com/v1/audio-analysis/3kpuidZaDOsLP3YgFi8sxu,172067,4
1960,61,Forever,The Little Dippers,0.519,0.45,5,-9.133,1,0.0244,0.281,6.12e-06,0.152,0.549,72.115,audio_features,5rWyKJMaTXL0TArnJ8IGts,spotify:track:5rWyKJMaTXL0TArnJ8IGts,https://api.spotify.com/v1/tracks/5rWyKJMaTXL0TArnJ8IGts,https://api.spotify.com/v1/audio-analysis/5rWyKJMaTXL0TArnJ8IGts,143161,4
1960,62,Image of a Girl,The Safaris & The Phantom's Band,0.247,0.359,2,-8.888,1,0.0304,0.794,0.0,0.0699,0.449,185.652,audio_features,7KfwGraITe6aLd827Wq0bh,spotify:track:7KfwGraITe6aLd827Wq0bh,https://api.spotify.com/v1/tracks/7KfwGraITe6aLd827Wq0bh,https://api.spotify.com/v1/audio-analysis/7KfwGraITe6aLd827Wq0bh,162267,3
1960,63,Kiddio,Brook Benton,0.716,0.203,2,-18.354,1,0.0478,0.763,0.00158,0.255,0.761,108.384,audio_features,2FAHjuQfoqMht1pe3holgP,spotify:track:2FAHjuQfoqMht1pe3holgP,https://api.spotify.com/v1/tracks/2FAHjuQfoqMht1pe3holgP,https://api.spotify.com/v1/audio-analysis/2FAHjuQfoqMht1pe3holgP,160267,4
1960,64,Mission Bell,Donnie Brooks,0.566,0.355,2,-14.167,1,0.0324,0.552,7.24e-05,0.651,0.728,81.851,audio_features,58Kwy28BJtmNvt1nbexGFe,spotify:track:58Kwy28BJtmNvt1nbexGFe,https://api.spotify.com/v1/tracks/58Kwy28BJtmNvt1nbexGFe,https://api.spotify.com/v1/audio-analysis/58Kwy28BJtmNvt1nbexGFe,144240,4
1960,65,I Love the Way You Love,Marv Johnson,0.716,0.83,9,-6.26,1,0.0893,0.389,0.0,0.205,0.882,134.718,audio_features,5fKtOWJBrfgp0XNxbGs2rt,spotify:track:5fKtOWJBrfgp0XNxbGs2rt,https://api.spotify.com/v1/tracks/5fKtOWJBrfgp0XNxbGs2rt,https://api.spotify.com/v1/audio-analysis/5fKtOWJBrfgp0XNxbGs2rt,159893,4
1960,66,It's Time to Cry,Paul Anka,0.46,0.182,7,-9.988,1,0.0371,0.973,0.108,0.132,0.0672,121.906,audio_features,1qmDUUr3RrMAhY4KLmA2h2,spotify:track:1qmDUUr3RrMAhY4KLmA2h2,https://api.spotify.com/v1/tracks/1qmDUUr3RrMAhY4KLmA2h2,https://api.spotify.com/v1/audio-analysis/1qmDUUr3RrMAhY4KLmA2h2,499270,3
1960,67,Tell Laura I Love Her,Ray Peterson,0.508,0.475,10,-8.436,1,0.032,0.758,0.0,0.132,0.235,102.38,audio_features,7DKNcWFgJiy4CZ377CZc1f,spotify:track:7DKNcWFgJiy4CZ377CZc1f,https://api.spotify.com/v1/tracks/7DKNcWFgJiy4CZ377CZc1f,https://api.spotify.com/v1/audio-analysis/7DKNcWFgJiy4CZ377CZc1f,177547,4
